user_id,product_id,interaction_type,rating,review,interaction_date
U186,P044,Purchase,2.4,-,2023-06-04
U187,P038,Click,-,-,2023-06-08
U187,P030,Purchase,4.9,-,2023-02-28
U187,P062,Review,-,Right Mr friend training hotel.,2023-01-08
U188,P021,Review,-,Return weight arm bring.,2023-03-22
U188,P085,Purchase,3.9,-,2023-01-19
U188,P099,Click,-,-,2023-05-14
U188,P078,Purchase,3.6,-,2023-01-06
U188,P026,Review,-,Carry leg talk according question hand carry.,2023-01-18
U188,P057,Review,-,Then arm support six.,2023-06-12
U188,P063,Purchase,1.1,-,2023-05-03
U189,P081,Click,-,-,2023-04-27
U189,P016,Click,-,-,2023-06-02
U189,P022,Review,-,Magazine both list natural Republican radio support technology.,2023-04-03
U189,P095,Click,-,-,2023-01-27
U189,P017,Purchase,2.5,-,2023-03-10
U190,P083,Purchase,3.1,-,2023-06-29
U190,P096,Click,-,-,2023-03-06
U190,P047,Click,-,-,2023-05-01
U190,P031,Purchase,3.0,-,2023-03-19
U190,P013,Purchase,2.8,-,2023-03-16
U190,P072,Purchase,3.3,-,2023-02-12
U190,P047,Review,-,Idea power age soon bit last stand among.,2023-05-28
U190,P048,Click,-,-,2023-06-05
U191,P016,Purchase,4.8,-,2023-05-20
U191,P070,Review,-,Bag walk outside between time defense into sit.,2023-03-11
U191,P071,Purchase,2.7,-,2023-06-20
U191,P010,Review,-,Either herself challenge people ago be under imagine.,2023-06-14
U191,P031,Purchase,2.6,-,2023-06-17
U191,P004,Review,-,Against picture land great.,2023-04-13
U191,P071,Purchase,1.6,-,2023-03-29
U191,P056,Click,-,-,2023-02-13
U191,P042,Click,-,-,2023-01-21
U192,P069,Click,-,-,2023-04-22
U192,P063,Purchase,1.6,-,2023-06-27
U192,P076,Click,-,-,2023-01-21
U192,P097,Purchase,1.6,-,2023-05-26
U192,P094,Review,-,Staff TV board method.,2023-03-08
U192,P100,Purchase,4.1,-,2023-03-03
U192,P037,Purchase,2.8,-,2023-05-20
U193,P004,Review,-,Physical true manage from.,2023-05-13
U193,P045,Review,-,Maybe size significant large relate skin.,2023-01-26
U193,P033,Click,-,-,2023-03-25
U193,P075,Purchase,3.2,-,2023-03-07
U193,P086,Purchase,1.8,-,2023-06-04
U193,P039,Purchase,4.7,-,2023-03-11
U193,P018,Review,-,Article easy set change cultural figure statement.,2023-02-03
U194,P002,Click,-,-,2023-03-11
U194,P065,Click,-,-,2023-06-16
U194,P065,Click,-,-,2023-04-13
U194,P031,Review,-,Minute trade student name look.,2023-04-02
U194,P049,Review,-,Community perhaps pass Mrs billion billion.,2023-05-03
U194,P060,Click,-,-,2023-04-22
U194,P063,Review,-,Step single with available group.,2023-02-22
U194,P023,Click,-,-,2023-05-19
U194,P056,Review,-,Account find often sometimes.,2023-06-10
U194,P092,Click,-,-,2023-05-07
U195,P026,Click,-,-,2023-05-27
U195,P047,Purchase,2.4,-,2023-06-03
U195,P048,Purchase,3.1,-,2023-04-30
U195,P029,Click,-,-,2023-02-04
U195,P016,Purchase,3.8,-,2023-01-15
U195,P085,Purchase,4.7,-,2023-05-01
U195,P005,Click,-,-,2023-02-26
U195,P050,Review,-,Let pay attorney.,2023-01-15
U196,P055,Purchase,4.4,-,2023-03-20
U196,P018,Review,-,Sure total day college read character.,2023-06-14
U196,P084,Review,-,Story wind current.,2023-01-29
U196,P034,Review,-,Remember health alone save not sell.,2023-05-13
U196,P005,Review,-,Small sit need some middle.,2023-01-26
U196,P025,Review,-,Name bag cell pick throughout.,2023-01-02
U196,P082,Review,-,Soldier industry pass value you.,2023-04-28
U196,P065,Click,-,-,2023-03-14
U196,P078,Purchase,2.7,-,2023-02-10
U197,P065,Purchase,2.8,-,2023-01-28
U197,P087,Review,-,Partner condition movie black bill effort.,2023-01-13
U197,P001,Click,-,-,2023-05-28
U197,P048,Purchase,4.6,-,2023-05-15
U197,P029,Purchase,3.2,-,2023-02-02
U197,P025,Purchase,2.4,-,2023-02-10
U197,P023,Click,-,-,2023-01-13
U197,P069,Purchase,1.4,-,2023-05-29
U198,P097,Purchase,4.5,-,2023-06-24
U198,P072,Purchase,3.0,-,2023-04-03
U198,P056,Purchase,1.7,-,2023-06-27
U198,P098,Purchase,1.0,-,2023-05-18
U198,P087,Click,-,-,2023-01-12
U198,P065,Click,-,-,2023-02-01
U199,P022,Click,-,-,2023-06-20
U199,P041,Click,-,-,2023-06-26
U199,P046,Review,-,And question significant past ball.,2023-04-04
U199,P035,Purchase,3.4,-,2023-01-17
U199,P035,Review,-,Offer office key else structure.,2023-02-02
U199,P006,Review,-,Keep technology order accept.,2023-02-23
U199,P010,Review,-,Leave subject reflect.,2023-04-09
U199,P040,Review,-,Teacher together cut environment fear leave wall thought.,2023-05-14
U199,P047,Purchase,3.4,-,2023-05-18
U199,P011,Click,-,-,2023-05-23
U200,P024,Click,-,-,2023-02-06
U200,P054,Review,-,Author too manage response.,2023-04-27
U200,P049,Purchase,2.6,-,2023-01-28
U200,P044,Purchase,4.4,-,2023-04-02
